video_id,title,description,conspirative
47eLkkVX48g,Sydney’s 30-Minute City,"The 30-minute car-free city set to be developed near Sydney airport by 2026 may sound very convenient, but the plans have “climate agenda” written all over them. 

Watch as I discuss with Rita Panahi on Sky News.

To hear more from me and stay up to date, signup to my email newsletter here: https://www.alexantic.com.au/join",True
i0x4YvjmGq0,C40 Cities Being Promoted Globally - Mayor of London candidate - Shyam Batra - IBTimes UK,"More left-leaning liberal rubbish inspired by the WEF and 2030 goals by taking liberal 15-minute-cities of the world to the next ""idealistic"" (Machiavellian) level.
https://www.c40.org/
Chair Person: Yvonne Aki-Sawyerr, Mayor of Freetown (2023–present)
Co-Chair Person: Sadiq Khan, Mayor of London (2021–present; now co-chair)

Scaling up: Climate adaptation, Gender equality, Green jobs, Inclusivity",True
8USST5uxcoE,David Brown - The 15-minute City and The Good Space Work Club,"Hello Ladies and Gents! As always thanks for tuning in to the Coworking Values Podcast! We welcome you to another episode with so much gusto.



For this episode, we have David Brown, Founder and Director of Good Space - a Work club at Queen’s Park.



He is going to be sharing all about what is a 15 Minute City and why this concept will boost the local community and promote healthier and robust living conditions in an urban setting.



He will also be telling us all about the Good Space, and how about it being more of a work club rather than a coworking space. And how working in a coworking space gave him the idea of founding the Good Space.






Subscribe to Coworking Values Podcast (https://mysoundwise.com/soundcasts/1586605780737s)  on Soundwise (https://mysoundwise.com/soundcasts/1586605780737s)",False
t4Pl0NJ6b-Y,Massive Protest in Oxford Against 15-Minute Cities,"Thousands of protesters brought Oxford to a standstill to protest against 15-minute cities and the trialling of controversial traffic filters which campaigners argue will restrict freedom of movement. Despite large scale protests and vocal opposition to the proposed traffic filters, the Oxfordshire County Council are determined to push ahead whether the people of Oxford like it or not.

Visit Rebel News for more on this story ► https://rebelne.ws/3YBYLJv

Rebel News: Telling the other side of the story. https://www.RebelNews.com for more great Rebel content.

Unlike almost all of our mainstream media competitors, Rebel News doesn’t receive any government funding. We rely on our generous audience to help keep us reporting. Please consider supporting Rebel News by making a donation, purchasing a RebelNews+ subscription, shopping in our online store, or any of the other methods below:

►Support our independent journalism - https://rebelne.ws/donation
►We accept cryptocurrency! - http://rebelne.ws/crypto
►Rebel News Plus - Become a Premium Content subscriber - https://rebelne.ws/plus
►BUY Rebel News gear - https://rebelne.ws/store
►LISTEN to our FREE podcast - https://rebelne.ws/podcast

Follow Rebel News UK on social media:
FACEBOOK - https://www.facebook.com/RebelNewsUK
TWITTER - https://twitter.com/RebelNews_UK
INSTAGRAM - https://www.instagram.com/rebelnews_uk/

Make sure to follow Rebel News' main channel on social media too!
FACEBOOK - https://rebelne.ws/fbook
TWITTER - https://rebelne.ws/twitter
INSTAGRAM - https://rebelne.ws/Instagram
PARLER - https://rebelne.ws/parler

Follow all of our YouTube channels here:
Rebel News - https://rebelne.ws/RebelNewsYT
Rebel News Canada - https://rebelne.ws/RebelNewsYT-CAN
Rebel News Australia - https://rebelne.ws/RebelNewsYT-AUS
Rebel News USA - https://rebelne.ws/RebelNewsYT-USA
Rebel News Español - https://rebelne.ws/RebelNewsYT-Espanol
Rebel News Québec - https://rebelne.ws/RebelNewsYT-Quebec
Ezra Levant - https://rebelne.ws/EzraLevantYT
Avi Yemini - https://rebelne.ws/AviYeminiYT
Miss Understood - https://rebelne.ws/MissUnderstoodYT

An original video production by Rebel News.

#RebelNews",True
NoQ-X1URios,15 Minutes City part1,"urban pop acoustic

[Verse]
Walking down these city streets
Where the buildings touch the sky
People all around
In a hurry
Gotta make it
Gotta try

[Verse 2]
Bustling through the crowded lanes
You can feel the urban heat
Everyone searching for convenience
In this concrete maze we meet

[Chorus]
In the 15-minutes city
Where everything is close
No need to travel far
Just take a stroll
And it shows",False
9cw8gPvoF34,Glastonbury Town Council Meeting on 15 minute cities,Glastonbury Town Council meeting about 15 minute cities and net zero policies. Can we wake up from this WEF 2030 agenda since what happens in Glastonbury will influence the world. Or lwill we be fooled into living on a prison planet?  The choice is ours.,True
d9NqNgnBtms,Guests CLASH over 15-minute cities,"Watch on TV: Virgin 604, Freesat 216, Sky 512, Freeview 236, YouView 236
Listen on DAB+ Radio

Download the GB News App to watch live wherever you are, catch up with all our shows and get the latest news from the GBN family.  https://www.gbnews.uk/freegbapp

Don't forget to follow us on social media too!

Twitter: https://twitter.com/GBNEWS
Facebook: https://www.facebook.com/GBNewsOnline
Instagram: https://www.instagram.com/gbnewsonline/
LinkedIn: https://www.linkedin.com/company/gb-news/
TikTok: https://www.tiktok.com/@gbnews",False
Cu2PRFvSvXU,Edmonton Alberta Canada ( A 15 Minute City this Summer WHAT?),,False
XgyXoXYMT88,SOUTH RIBBLE LABOUR WANT 15 MINUTE CITY EQUIVALENT,#politics #uk #lancashire #southribble #labourparty,True
n0--AV7B2ow,15 Minute Garden City Part One #HeavitreeWhipton,"Real time walk from Robinson's News to Quickprint . Via Heavitree Pleasure Ground. The #15minitecity is not mentioned in the Devon County Council documentation for the traffic experiment but it may suggest some ideas. So far Exeter City Council has not done much for ""planning"" to complement DCC on traffic. What resources can continue? Local business has a concern that fewer people will be near to the premises. other schemes have had ""issues"". This route includes Robinsons New, the site of a post office that closed ( near the post box) a hairdresser and a print shop. Very low production standards for this video but there may be other versions later. Will the business resource be the same for the whole 18 months of the experiment ?",False
CFM87X2AYBM,Top 15 cities in Sweden with the largest kurdish population! 🫡🇸🇪,What countries do you want to see next. Comment! 📢,False
RzhHtr8qeTo,'DRACONIAN THINGS' Stockport councillors plans for a CAR-LESS FUTURE in a 15 MINUTE CITY,"#stockport #15minutecity #dystopian 

STOCKPORT TOWN CENTRE RESIDENTIAL DESIGN GUIDE - https://democracy.stockport.gov.uk/mgConvert2PDF.aspx?ID=229564

Economy, Regeneration & Climate Change Scrutiny Committee
Thursday, 13th June 2024 at 6:00pm - https://stockport.public-i.tv/core/portal/webcast_interactive/883243/start_time/173000",True
81V_p8RcyTM,Morocco : Chefchaouen: Climb aboard for our 1 minute city guide #travel,"https://www.youtube.com/@1MinTravelGuide?sub_confirmation=1 
The picturesque town of Chefchaouen in Morocco, known for its striking blue-painted buildings and stunning mountain scenery. Here are our top 5 things to do. #travel #TravelInspiration #TravelGuide #1minuteadventures 

Link to us at the following socials:-
Instagram: https://www.instagram.com/1mintravelguide/
TikTok: https://www.tiktok.com/@1mintravelguide
Facebook: https://www.facebook.com/profile.php?id=61552562527133
X: https://twitter.com/1MinTravGuide",False
N2WhADwmxmQ,GROUP CHAT ROUND TABLE: The Pros/Cons of Bills 18/20,"Another wild week in Alberta politics, as Premier Danielle Smith's government introduces sweeping changes to how city and town councils are elected, operate, and are held accountable. The UCP's Bill 20 opens the door for municipal political parties, restores union and corporate donations, and empowers the province to remove elected councillors (when it's ""in the public interest""). Question is, are the changes good or bad for democracy? What do they mean for the average Albertan? Back by popular demand...it's our Group Chat Round Table! 

2:10 | Jenny Adams, Sarah Hamilton, and Jarrett Campbell take on municipal political parties (10:00), the return of union and corporate donations (26:05), the power to fire city councillors (29:00), Bill 18 - the Provincial Priorities Act (31:10), Pierre Poilievre's roadside photo op (34:00), and the Alberta NDP leadership race (48:30). 

57:00 | Gabriel sounds off on 15 Minute Cities, James is nervous about the feds selling TMX, and Angela has a message for Alberta's duly-elected mayors and councillors. It's The Flamethrower presented by the DQs of Northwest Edmonton and Sherwood Park!  

FIRE UP YOUR FLAMETHROWER: talk@ryanjespersen.com 

When you visit the DQs in Palisades, Namao, Newcastle, Westmount, and Baseline Road, tell 'em Real Talk sent you! 

FOLLOW US ON TIKTOK, TWITTER, & INSTAGRAM: @realtalkrj 

REAL TALK MERCH: https://ryanjespersen.com/merch

BECOME A REAL TALK PATRON: https://www.patreon.com/ryanjespersen

THANK YOU FOR SUPPORTING OUR SPONSORS! https://ryanjespersen.com/sponsors

The views and opinions expressed in this show are those of the host and guests and do not necessarily reflect the position of Relay Communications Group Inc. or any affiliates.",False
Qgwm4QaAOaM,ANOTHER COMPONENT OF THE BEAST SYSTEM: SMART CITIES AND FULL CONTROL,,True
jZKXZ4Qgr9g,No to 15 Minute Cities,,True
0kx4A-g8y_U,Are progressive cities failing - LCP 1656,"'Shawshank Redemption' Star Unloads on Media for Hiding Government Censorship

15-Minute Cities Are ‘Complete Impoverishment and Enslavement of All the People’: EU Lawmaker

Global Warming Trend Is 'Only One-Half of the Climate Model Simulations,' Says New Paper
 
Why Do Federal Bureaucrats Need So Much Firepower?
 
Wal-Mart and REI leave Portland and Nordstrom flees SF, are progressive cities failing?
 
House Dems move forward with secret plan to pay America's bills. How the debt limit fight affects you
 
Sacramento school board member encourages students to 'know your rights', but do they teach them about responsibility?",True
4LxKPEUcfiU,Smart Cities: You're gonna love them!,"This episode we are gonna talk about 15 minute cities or ""Smart Cities!""
Find more on Nurac.org",True
QR2VoNS5Pa4,Have your heard of Walkscore....,"With 15 Minute Cities are all the rage here is a metric for you to know if your in a area where it would be considered a 15 minute suburb. 

🏷️Related Hashtags:
#selling #stress #ultimateguide #conqueringstress #sales #business #success #tips #motivation #entrepreneur #sellingtips #mindset #growth #confidence #salesman #selfimprovement #mindfulness #inspiration #leadership #empowerment #DamianPiotto #socialselling #business #Social selling communities #social selling tips for B2B sales

------------------------------------------------------------------------------------------------
Hope you guys enjoy this video

👍Don't forget to like, share, comment, and subscribe !

🔔To stay up-to-date, press the bell button.

☑️ Subscribe for more videos using this link: 
https://www.youtube.com/@damianpiottorealestate/featured?sub_confirmation=1 

------------------------------------------------------------------------------------------------
🏷️ Related Keywords:
surprising reasons to ask your real estate agent,real estate lead generation,pace morby creative financing,pace morby subject to,real estate marketing strategies,real estate investing , strategies,asktheagenttoleave,questions to ask a realtor,publishing advice,real estate agent questions,fire management,lone star grillz,lone star grillz offset smoker,new real estate agent,new real estate agent advice,why real estate agents fail,bryan casella,social selling, social selling tips for B2B sales, Social selling consultation, Social selling books, Social Selling Books, Common social selling mistakes, Social selling tips and tricks, How to get started with social selling, Benefits of social selling, What is social selling, social selling Brisbane
------------------------------------------------------------------------------------------------

📱Stay Tuned On Money Opulence Social Media :

/ Damian PIotto - Belle Property 
📱 Facebook →  https://www.facebook.com/DamianPiottoBelleProperty/

 / Damian PIotto - Belle Property 
📱 Linkedin →  https://www.linkedin.com/in/damian-piotto/

📧For Business Inquiries: damian.piotto@belleproperty.com
📞Mobile: 0455986093

------------------------------------------------------------------------------------------------
🎬 Check out my other videos: 

✅✅ Unveiling the surprising factors behind Brisbane's top 40 city status
🎬🎬 https://www.youtube.com/watch?v=CeOzOwcb3_Y

✅✅ Smart Investments Ahead: Why Brisbane is the Perfect Place to Buy a Home in 2024
🎬🎬 https://www.youtube.com/watch?v=DB6_MxPDGLw

✅✅ What does seeking Help mean to you with Cathy and Mick Feenan
🎬🎬 https://www.youtube.com/watch?v=TRnZeG6sMWo

Thank you for watching this video, Click the “SUBSCRIBE” button to stay connected with this channel.",False
q7xS0GFrltw,15 minute cities: pros and cons.,,False
CoE_5Au0LI4,Introducing 15 Min Cities to Restrict Your Movement + the BANNING of Petrol and Diesel Cars by 2030,"Introducing 15 Min Cities to Restrict Your Movement + the BANNING of Petrol and Diesel Cars by 2030

The government wants to further restrict your freedoms with 15 minute cities 🕒 all in the name of #NetZero 🥶

#PersonalChoice #TheReclaimParty #LaurenceFox",True
ej30TbdTRt4,Morocco : Chefchaouen : 1 Minute City Guide for Mobile Video #travel #shorts,"https://www.youtube.com/@1MinTravelGuide?sub_confirmation=1 
The picturesque town of Chefchaouen in Morocco, known for its striking blue-painted buildings and stunning mountain scenery. Here are our top 5. #travel #TravelInspiration #TravelGuide #1minuteadventures 

Link to us at the following socials:-
Instagram: https://www.instagram.com/1mintravelguide/
TikTok: https://www.tiktok.com/@1mintravelguide
Facebook: https://www.facebook.com/profile.php?id=61552562527133
X: https://twitter.com/1MinTravGuide",False
gaX1McVkZ3I,Incredible £8billion 'City Of The Future' Where Humans Will Be Subject To A 'Mass Experiment,15 minute cities 🏙️ are here!,True
jZ7r6jKUMf0,15-Minute Escape to Tokyo: LoFi Beats & City Streets,"Embark on a ""15-Minute Escape to Tokyo: LoFi Beats & City Streets"" and immerse yourself in the heart of Japan's bustling capital. This video blends the dynamic energy of Tokyo's streets with the calming influence of LoFi music, creating a unique experience that captivates and soothes. From the neon-lit alleyways of Shinjuku to the serene surroundings of the Gotokuji Temple, let each beat guide you through an unforgettable exploration of Tokyo by day and night.

Don't forget to hit the like button, share with friends who dream of visiting Tokyo, and subscribe for more city escapes set to the tune of LoFi beats. Your journey through the world's most captivating cities awaits.

#tokyotravel #tokyo #tokyovibes #relaxing #urban #japan #chillbeats #tokyonights #lofimusic #lofibeats",False
UKS1QmFVhBY,"Chris Sky TV: They're Planning on Edmonton Becoming a ""15 Minute City""?!","Mirrored from Real Chris Sky on Telegram: https://t.me/realchrissky

Remove Your Data from the Internet! Securing your data privacy is more important than ever. Start your free privacy scan and see how much of your data is being sold on the internet. https://bit.ly/3xo8jfs

Keep NEWSFLASH Independent, by joining on Locals or Patreon:
https://frontlinenewsflash.locals.com/support
https://www.patreon.com/frontlinenewsflash

Watch on Rumble & Odysee:
Rumble: http://rumble.com/c/THEFRONTLINETVNEWSFLASH
Odysee: https://odysee.com/@frontlinenewsflash:e

NEWSFLASH Merch - https://frontline-newsflash.creator-spring.com/

#canada #edmonton #alberta",True
BLA4DFhdNfY,"The 15 Minute City Conspiracy Theory, Explained","People actually sent Carlos Moreno death threats because he said ""I want cities to be more walkable"".

-----

Join the community discord! ► https://discord.gg/sfo
Watch Us LIVE (And Click Dat Sub Button!) ► http://www.twitch.tv/shortfatotaku

SFO Arcade Archive Channel ► https://www.youtube.com/gameboomer
Dev Kit Channel ► https://www.youtube.com/channel/UC6JqRzevf47DxetO2oixKIA
Dev & Friends Channel ► @DevAndFriends
Devonetized Channel ► @SFOBackups

-----

SUPPORT THE SHOW:

BTC:bc1q6udqgvfm9uaj59l24ut7f73wvsfu707kk6pn3m

SubscribeStar! ► https://www.subscribestar.com/shortfatotaku
Streamlabs! ► https://streamlabs.com/shortfatotaku
Patreon! ► https://www.patreon.com/shortfatotaku
Paypal! ► http://paypal.me/shortfatotaku

Humble Bundle Affiliate Link! ► https://www.humblebundle.com/subscription?partner=shortfatotaku
Amazon CAN Affiliate Link! ► https://amzn.to/322aFAa
Amazon USA Affiliate Link! ► https://amzn.to/30PLxgN
Amazon CAN Wishlist! ► https://www.amazon.ca/hz/wishlist/ls/22AZL3PPABOMZ
Amazon USA Wishlist! ► https://www.amazon.com/hz/wishlist/ls/BC71ANHPWNQM

-----

SFO-CIAL MEDIA! HYUK HYUK

DA TWEETS ► currently banned lol
DA FACES ► https://www.facebook.com/SFOtaku
DA GABS ► https://www.gab.com/shortfatotaku
DA MINDS ► https://www.minds.com/shortfatotaku
DA PARLERS ► https://parler.com/profile/Shortfatotaku
DA STEAMS ► http://steamcommunity.com/groups/ShortFatOtaku",False
KAsbl9PE-Po,A 15 minute city discovery,it's giving Vivarium,True
xXFI1ZauBWc,15 Minute City - #16 - Abe Clancy Plays: Balatro,"Stream from March 16th 2024. The poker roguelike. Balatro is a hypnotically satisfying deckbuilder where you play illegal poker hands, discover game-changing jokers, and trigger adrenaline-pumping, outrageous combos.

== You can find Abe Clancy at these links:
YouTube: https://www.youtube.com/user/AbeClancy
Twitch: https://www.twitch.tv/abeclancy
Discord: https://discord.gg/7Er9q48
Steam: https://steamcommunity.com/id/abeclancy/

== Support Abe Clancy at any of these links:
Patreon: https://www.patreon.com/AbeClancy
Streamlabs: https://streamlabs.com/abeclancy
Paypal: https://paypal.me/AbeClancy
Venmo: https://www.venmo.com/u/AbeClancy
Amazon Wishlist: https://www.amazon.com/hz/wishlist/ls/3JYZ8KTZE4PTW
Steam Wishlist: https://store.steampowered.com/wishlist/id/abeclancy/

-----
The poker roguelike. Balatro is a hypnotically satisfying deckbuilder where you play illegal poker hands, discover game-changing jokers, and trigger adrenaline-pumping, outrageous combos.

Balatro playlist: https://www.youtube.com/playlist?list=PLI1F_eUFFmf9aES4h3Hpue-bgTKAh6YTu
Balatro on Steam: https://store.steampowered.com/app/2379780/Balatro/

-----
Chillin Hard Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/",False
-QW49Eo9Hew,Joe Rogan EXPOSES 15 Minute Cities,"#joeroganexperience #podcast #joeroganclips
Click here to see all the ways you can support the channel: https://linktr.ee/iamcoachcolin 

The Soul Not For Sale podcast is hosted by Coach Colin. He is a high performance coach, stand up comedian, the black Tucker Carlson. 

SIGN UP FOR SPECIAL EMAIL UPDATES at https://www.iamcoachcolin.com

Twitter/X Show: https://x.com/iamcoachcolin

Instagram: https://instagram.com/iamcoachcolin

Joe Rogan is a stand up comedian, UFC commentator, and the most famous podcaster in the world. He’s also the main inspiration for me starting this podcast. His podcast, The Joe Rogan Experience is available exclusively on Spotify:
https://open.spotify.com/show/4rOoJ6Egrf8K2IrywzwOMk?si=LK5K7tu4T8GNe6obKlxSEg",True
kj740bqbv_k,15 minute cities,,True
Qywd2j1Cx00,invest in North Bay Village watch this video The city before and after. The Future is here.,"CREATING A 15 MINUTE CITY FOR EVERYONE 
Sunbeam wants to build a mixed-use community where residents can walk to work, restaurants and retail stores.
Plans include an overhaul of part of Kennedy Causeway, transforming it into a walkable urban center. There will be new retail stores and restaurants on both sides of Kennedy Causeway and along the length of the half-mile Island Walk, opening the bay to everyone.
Sunbeam Properties is transforming 13 acres in North Bay Village into a vibrant new mixed-use development. The proposed Sunbeam North Bay Village project will create 1,936 residential units, 6% being workforce housing, adding a hotel, new restaurants, a grocer, day care and additional retail opportunities that are committed to have 5% local merchants. WSVN will continue to operate a satellite studio within the project.
The project will have 1.25 acres of space open to the public, including a dog park and access to Biscayne Bay. In addition, a ferry is proposed as an alternative mode of transportation, unprecedented for North Bay Village residents.
The site is currently a television station, radio towers, an office building, vacant restaurants a small shopping center and parking.
I HAVE PRIME INFORMATION OF ALL NEW CONSTRUCTIONS PROJECTS TO INVEST.  TEXT 305-389-0259",False
oU66D5pwhNM,What Is A 15 Minute City And Why You Should Be Concerned!,"#15minutecity #15minute 

https://twitter.com/chrissaccoccia1/status/1621967520419975170

https://www.redvoicemedia.com/2023/01/15-minute-cities-and-the-right-to-travel-greg-reese-video/

https://www.youtube.com/@letsbefrankculture/featured

Follow me on Gab:
https://gab.com/LetsbeFrank24

Find me on Odysee:
https://lbry.tv/$/invite/@LetsBeFrank:7

https://cloverchronicle.com/lets-be-frank/

Follow me on Twitter
https://twitter.com/Letsbefrank2410

Support more content like this here:
PayPal UniquelyUs24@gmail.com 

https://streamlabs.com/letsbefrank38

Po box 295 mayo FL 32066",True
Q4A3sJO39w4,Imagine this city. #viral #shorts #trending,#viral #subscribe #trending #fypシ゚viral,False
8mbEEJDJFEg,Forget 15-minute Cities - Here's Your New Neighborhood,,False
ZgxcvXcAv5E,Are 15 Minutes Cities Biblical?,"WHAT IS. 15-Minute City? What is this 15-minute city? The “15-minute city” is an urban planning concept in which daily necessities and services—such as work, shopping, education, health care and entertainment—can be reached through a 15-minute walk or bike ride from any point in the city. Is this biblical? Tune in to find out!

Make sure to SUBSCRIBE and hit the ALERT BELL!
Make sure to JOIN our COMMUNITY at www.STEVENGAROFALO.COM
Make sure to get EQUIPPED at www.EquippedAcademy.Com",True
Y2YrU53FDkI,15 Min Future (abbreviated version),"This is the shortened explanation of the 15 Min Future from the video https://www.youtube.com/watch?v=IfGVSseBeog

If you'd like to support Rachel's work (as this has turned into almost a full-time job with everything that goes on behind the scenes!) you can donate here: https://donate.stripe.com/dR6g0tgSJc834nu144 or https://www.paypal.com/paypalme/supportrachel
THANK YOU!",True
eZSt2xcOB2w,"C5 Road in Quezon City, Pasig, Taguig  15-Minute Drive","The Circumferential Road 5–Kalayaan Avenue Interchange, also known as the C-5–Kalayaan Interchange, is a road interchange under de facto jurisdiction of Makati and under de jure jurisdiction of Taguig in Metro Manila, the Philippines.",False
AYmaCUumUuo,"10^ edition INTERNATIONAL CONFERENCE “LIVING PROXIMITY - THE CITY OF 15 MINUTES""",BERNARD BLANC - Deputy Major of Bordeaux,False
LVXUuF5qlkk,15 Minute Cities: A DISASTER waiting to happen,"15 Minute Cities are far from the paradises that they may seem. In this video, I will reveal why 15 minute cities are actually prisons, and uncover the evil plot by governments all over the world to use 15 minute cities to control our lives. This is a crisis everyone, and we must act swiftly if we are to save future generations from the tyrannical terror that urban planners crave for us.

Credits:
- Massive thank you to Matthew from the YouTube channel AheadMatthewAwesome (@AheadMatthewawsome) Jeff Choo and Aks for helping with filming this video. It wouldn't have been possible without their help!
- Shoutout to Chris Topher (@ChrisTopher_Urbanism) for his cameo in this video!
- This Oh The Urbanity! video was a heavy piece of inspiration for the ""The Conspiracy"" section of this video: https://youtube.com/watch?v=DpXqY_j1m1U

Check out my Linktree: https://linktr.ee/building_beautifully 
Support me over at Ko-Fi! https://ko-fi.com/buildingbeautifully 
Join my Discord: https://discord.gg/Hg2cMkaedH 
Follow me on Instagram: https://www.instagram.com/building_beautifully/ 
Follow me on Twitter: https://twitter.com/build_beaut
Check out my store! https://building-beautifully-merchandise.myshopify.com/ 
Check out my TikTok: https://www.tiktok.com/@buildingbeautifully 

Music:
Synthwave Moderator by Boomopera
Blues Rock by Mojo Productions
Fast Five Theme by Brian Tyler
Curious by Ron Gelinas Chillout Lounge
Aggressive Sport Electro by 99Instrumentals
Secular by KOSATKA (Royalty Free Music from Tunetank.com: https://tunetank.com/track/5432-secular/)
To The Limit by SyncHits
Retro Synth Horror 80s by Lucafrancini
VHS Dreams by Shane Ivers

Sections:
00:00 Intro
01:22 Surry Hills
02:43 Denistone
03:44 Burwood
06:45 Longueville
08:43 Bathurst
10:22 The conspiracy
11:58 Outro",True
c4uf5TAMuxM,15 Min City Profit over People + Planet | Childless Youngster Have Skewed Perspective on Life,"An interesting example of how life perspective changes from when you are single to when you have children. 

Elizabeths Blogs: Mind Body Soul Food www.mindbodysoul-food.com | The Lemon Tree www.lemontreetravel.com

Grab a copy of Elizabeth's memoir, Finding Om: An Indian Journey of Rickshaws, Chai, Chapatis and Gurus at: www.elizabethkovar.com/books

Make a Contribution/Donation to my Channel: 
http://elizabethkovar.com/make-a-payment/

Newsletter Signup:
https://www.facebook.com/elizabethkovarfitness/app/100265896690345/

Let's Connect:
http://www.facebook.com/elizabethkovarfitness www.instagram.com/erkovar www.instagram.com/sunspiration_everyday www.twitter.com/brainbodykovar www.pinterest.com/erkovar14",True
l1yBb-bfLjs,Monkey Rebel and the 15-Minute City Motion,"The Monkey Rebel Club prepared a motion for the city of New Westminster to become a 15-mionute city. We hope this becomes a good starting point for people to learn more about it, and for any misinformation and conspiracies to be dispelled. More freedoms, not less!",False
UOt7cHImUBI,"What is a 15-minute city, and why don't we want them? #shorts","What is a 15-minute city, and why don't we want them?",True
l-IdRwxZP1s,Town Hall meeting exposes the 15 minute city agenda,,True
bgRs4ldxkc0,12 YEAR OLD DESTROYS CONCEPT OF 15 MIN CITIES,,True
bsuC9nkhxm0,The Origins of the 15 Minute City,"15 minute city concepts have been demonstrated in Paris, Adelaide, London and Dublin. But is the concept as new as we might have thought?

Talk of the 15 minute city can be traced back to seventeenth and eighteenth-century cities and beyond.

Don't forget to subscribe!: http://bit.ly/TWinFMSub

Read more at: https://www.twinfm.com/article/the-origins-of-the-15-minute-city

Keep up to date with TWinFM:
- Our website: http://bit.ly/TWinFMSite
- Follow us on Twitter: http://bit.ly/TWinFMTwit
- 'Like' us on Facebook: http://bit.ly/TWinFMFace
- Join us on Linkedin: http://bit.ly/TWinFMLinkedin
- Subscribe for more videos: http://bit.ly/TWinFMSub",False
e9GVzTjESNU,"Harrison Smith, - Gaza, the first 15 minutes smart city.",,True
yKPSsIltJqE,City of Gamers - 15 Minute Radio - Live via OneStream Live #onestreamlive,"Tracklist 👾:

0:00- 3:40 - LoFi Type Beat - Rain
3:41 - 5:43 - chief. - 2.59
5:44 - 8:24 - LAKEY INSPIRED - Overjoyed
8:25 - 10:07 - Idealism - Controlla
10:08 - 12:24 - Blue Wednesday & Shopan - Toofpick
12:25 - 14:18 - Idealism - Both of us
14:19 - 17:11 - LAKEY INSPIRED - Warm Nights
17:12 - 21:21 - Ian Ewing & Toonorth - Midnight Service
21:22 - 24:22 - Brillion, Tom Doolie & Monma - Aurora
24:23 - 26:09 - The Deli - Izzo
26:10 - 28:33 - Idealism - Dont Say A Word
28:34 - 32:43 - Lofi Type Beat - I Need A Girl
32:44 - 35:33- Cuts - Moon
35:34 - 39:39 - Czyoen - JUPITER
39:40 - 42:15 - Flovry - Car Radio
42:16 - 45:42 - LAKEY INSPIRED - Better Days
45:43 - 50:04 - LAKEY INSPIRED - Monroe
50:05 - 53:30 - Rude. - Eternal Youth
53:31 - 56:40 - Shiloh Dynasty, Loficentral, Stay Might - Imagine
56:41 - 58:43 - Bur Ban - Sorry I Like You
58:44 - 1:01:09 -- Kido - Good Morning - Live via https://onestream.live",False
PJRLaTtjvGQ,15 MINUTE CITIES!!!. Environmental Fascism coming to a city near you.😡,"15 MINUTE CITIES!!!. Environmental fascism coming to a “woke” city near you. 😡 
They want ultimate control over all land, all minerals, all resources and all wealth. They truly believe humans are a cancer on the earth and want to control how we behave and interact with each other and with nature. They have openly admitted that limiting our consumption patterns and impeding our personal freedoms with debilitating draconian environmental regulation’s is what is best for the future of the planet. 
They are waging war on the middle class with the UN Agenda 30 authoritarian goals and Klaus Schwab’s Great Global Reset initiatives.
You can’t “RESET” something that isn’t broken. They are intentionally doing everything in their power to “break” the western world.",True
DKiP4VEY_vo,15-Minute Cities: Chris Sky Predicts the Next Stage of Global Government Tyranny - Viva Clips,"Support us at www.VivaBarnesLaw.Locals.Com
Merch store! https://vivafrei.com


Royalty-free music at http://www.hooksounds.com/ref/vivafrei",True
AnYqb99F_S8,The Truth About 15 Minute Cities Utopia or Dystopia?,"In this video, we delve into the innovative urban planning concept of 15-minute cities, discussing its potential impact on our daily lives and communities. Join us as we address common concerns surrounding this model, all while adding a touch of humor to keep things light-hearted yet informative. Discover the real implications of reshaping our cities to prioritize accessibility to essential services within a 15-minute radius. Don't miss out on this insightful discussion - like and share this video to spread awareness and start a conversation about the future of urban living.

OUTLINE:
00:00:00
""A Journey into the Future""

00:01:46
""Understanding the 15-Minute City""

00:03:53
""Addressing the Concerns""

00:05:42
""The Real Implications""

00:07:48
""Conclusion and Call to Action""

00:09:39
""Engagement Invitation""




Disclaimer - Excerpts from books, blogs, social media, and public figures protected by Fair Use Clause of the Copyright Act which states - Notwithstanding the provisions of sections 106 and 106A, the fair use of a copyrighted work, including such use by reproduction in copies or phono-records or by any other means specified by that section, for purposes such as criticism, COMMENT, news reporting, teaching (including multiple copies for classroom use), scholarship, or research, is not an infringement of copyright.

""This content is provided for entertainment purposes only.""









#ai #computer #motivation #reaction #news 
#smartcities #technology #smartgadgets #iot 
#innovation #innovationecosystem 
#politicalnews #politics #cybersecurity 
#cyberdefense #cybersecurityawareness 
#inventions #sustainableliving #sustainability 
#calltoaction #green #blockchain #healthandwellness #canada 
#mexico #india #motivation #reaction #italy #unitedkingdom 
#indonesia #chile #politics #africa #southafrica 
#southkorea #politics #policy #news",False
zPHczfBGlss,Beach Ambiance for 15-minute meditation/relaxation.,"Escape to the tranquil beaches of Panama City Beach, Florida.  In just 15 minutes, immerse yourself in the calming beauty of this coastal haven.  Watch gentle waves kiss the shore, palm trees sway in the breeze, and seabirds dance in the sky.  Let the breathtaking views wash away your worries, leaving you refreshed and rejuvenated.  Relax and unwind as you experience pure serenity in St. Andrews State Park.

Make  sure to subscribe to @bryjingle for more!",False
